row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,brier_score,total_brier_score,runs
4,0,0,1,0,both,0.685112546198929,0.735781246347129,0.786449946495328,0.00255767823893386,0.0195456824502602,200
4,0,0,1,0,human,0.823295976748137,0.847004242767202,0.870712508786267,0.00785176247170897,0.0195456824502602,200
4,0,0,1,0,NHP,0.600104957822725,0.635363624314513,0.670622290806301,0.00913624173961741,0.0195456824502602,200
