"classification","row","auc_lo","auc_mid","auc_hi"
"both",2,0.780290984539212,0.839194303466857,0.8980577133825
"human",2,0.780155117499877,0.811021696983587,0.841888276467297
"NHP",2,0.702869616493271,0.740712737846185,0.778555859199098
"none",2,0.802324065380882,0.822661219220839,0.842998373060795
