row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,runs
14,0,1,1,1,both,0.745386816940088,0.78964634061153,0.833876483162968,200
14,0,1,1,1,human,0.909191599055318,0.925006955940238,0.940822312825158,200
14,0,1,1,1,NHP,0.800703294387154,0.823501561691068,0.846299828994983,200
