row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,brier_score,total_brier_score,runs
13,1,0,1,1,both,0.785119800552596,0.833368099831974,0.881616399111352,0.00245118411753557,0.0234715153387652,200
13,1,0,1,1,human,0.871271311106317,0.891121243997488,0.910971176888659,0.00980827072477789,0.0234715153387652,200
13,1,0,1,1,NHP,0.768468696100972,0.793109158674328,0.817749621247685,0.0112120604964517,0.0234715153387652,200
