"classification","row","auc_lo","auc_mid","auc_hi"
"both",5,0.789863993452163,0.842355242525302,0.894846491598441
"human",5,0.834998434636867,0.860084683702029,0.885170932767192
"NHP",5,0.761975318084948,0.792385311851519,0.82279530561809
"none",5,0.850732386625023,0.867221037304696,0.88370968798437
