"classification","row","auc_lo","auc_mid","auc_hi"
"both",7,0.851610393324596,0.893372057353986,0.935066830389291
"human",7,0.885158650825871,0.904401221322833,0.923643791819796
"NHP",7,0.802109805576709,0.830076275398388,0.858042745220067
"none",7,0.888313489769872,0.902475978728964,0.916638467688055
