"classification","row","auc_lo","auc_mid","auc_hi"
"both",6,0.83601690355625,0.877057390621764,0.918097877687279
"human",6,0.88595763113284,0.903306258628577,0.920654886124313
"NHP",6,0.764170709231106,0.794127742529984,0.824084775828862
"none",6,0.850659844606512,0.866517114589753,0.882374384572994
