"classification","row","auc_lo","auc_mid","auc_hi"
"both",15,0.895762793807937,0.927462183944301,0.959124883720212
"human",15,0.89761329092599,0.916680504114938,0.935747717303886
"NHP",15,0.812897655990172,0.839403646645077,0.865909637299982
"none",15,0.897440726340068,0.910791510802191,0.924142295264313
