"classification","row","auc_lo","auc_mid","auc_hi"
"both",11,0.885691587314771,0.920126623752034,0.954519474223877
"human",11,0.883630390825699,0.904924159608933,0.926217928392168
"NHP",11,0.779124277471388,0.809780172761262,0.840436068051136
"none",11,0.874851569046377,0.890955817302315,0.907060065558252
