"classification","row","auc_lo","auc_mid","auc_hi"
"both",1,0.728619891434139,0.797318023966666,0.866016156499193
"human",1,0.746383275514625,0.782326686184725,0.818270096854826
"NHP",1,0.694820867801443,0.732890993566667,0.770961119331892
"none",1,0.806257017747294,0.828102508542861,0.849947999338428
