row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,runs
11,1,1,0,1,both,0.748051573462402,0.794001159252007,0.839870805053668,200
11,1,1,0,1,human,0.900326124418663,0.91753626148094,0.934746398543218,200
11,1,1,0,1,NHP,0.779548995753393,0.80534115518355,0.831133314613708,200
