row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,runs
13,1,0,1,1,both,0.787021947448043,0.835029745704471,0.883037543960899,200
13,1,0,1,1,human,0.871260815106404,0.891131246316449,0.911001677526494,200
13,1,0,1,1,NHP,0.768232230021671,0.79287887961548,0.817525529209288,200
