row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,runs
15,1,1,1,1,both,0.738280069543635,0.783540693371065,0.828734207948955,200
15,1,1,1,1,human,0.907624582010425,0.923863160289148,0.940101738567872,200
15,1,1,1,1,NHP,0.804003629403682,0.826549135848501,0.849094642293319,200
