row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,runs
7,1,1,1,0,both,0.724140993535398,0.775135049018154,0.826124758878692,200
7,1,1,1,0,human,0.86734739355227,0.888035043672071,0.908722693791872,200
7,1,1,1,0,NHP,0.781914953706697,0.806880363568935,0.831845773431172,200
