"classification","row","auc_lo","auc_mid","auc_hi"
"both",14,0.894364466275574,0.92478679585198,0.955208245099751
"human",14,0.899551593109856,0.918291724651945,0.937031856194035
"NHP",14,0.802915286486797,0.829136136797326,0.855356987107856
"none",14,0.885505557992264,0.89920993426034,0.912914310528415
