"classification","row","auc_lo","auc_mid","auc_hi"
"both",3,0.805847196976212,0.85935050770409,0.912780699932457
"human",3,0.813565020138815,0.84222990324513,0.870894786351445
"NHP",3,0.740519881188881,0.775054497423792,0.809589113658702
"none",3,0.839085438300334,0.857737795835158,0.876390153369982
