"classification","row","auc_lo","auc_mid","auc_hi"
"both",13,0.864612207200821,0.902070941515837,0.939477265864642
"human",13,0.868898471250744,0.891226868297567,0.913555265344389
"NHP",13,0.792173309004632,0.819101478867441,0.84602964873025
"none",13,0.875469759466453,0.889819965802214,0.904170172137976
