row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,runs
6,0,1,1,0,both,0.734805709060036,0.783209920572357,0.831614132084679,200
6,0,1,1,0,human,0.864861855897178,0.884249182030249,0.90363650816332,200
6,0,1,1,0,NHP,0.767457344718586,0.7937934370273,0.820129529336013,200
