row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,runs
4,0,0,1,0,both,0.614765272255001,0.682233644728122,0.749702017201242,200
4,0,0,1,0,human,0.739018430258886,0.768460715167945,0.797903000077003,200
4,0,0,1,0,NHP,0.653903633062297,0.685025866927904,0.716148100793511,200
