row,agro_cols,host_cols,agro_seas,climate_cols,type,low_auc,mid_auc,high_auc,runs
8,0,0,0,1,both,0.726028699476298,0.781738619537218,0.837448539598138,200
8,0,0,0,1,human,0.836185231707763,0.858571620574603,0.880958009441444,200
8,0,0,0,1,NHP,0.692138425194745,0.721923431595813,0.751708437996882,200
