"row","mtry","node_size","num.trees","OOB_RMSE"
4,1,1,100,0.139266444252202
4,2,1,100,0.13892060310089
4,3,1,100,0.138893729727788
4,4,1,100,0.138952446364039
4,1,2,100,0.139300748604129
4,2,2,100,0.138918227350711
4,3,2,100,0.13884715722008
4,4,2,100,0.138968939831727
4,1,3,100,0.139292723498733
4,2,3,100,0.138901786138206
4,3,3,100,0.138859717907962
4,4,3,100,0.138936124760495
4,1,4,100,0.139388771289655
4,2,4,100,0.138931824236502
4,3,4,100,0.138874875574293
4,4,4,100,0.138923606373851
4,1,1,200,0.139313717229286
4,2,1,200,0.138892213475789
4,3,1,200,0.138854117571773
4,4,1,200,0.138978991489566
4,1,2,200,0.139292515397198
4,2,2,200,0.138926557966131
4,3,2,200,0.138854798904426
4,4,2,200,0.138978076872621
4,1,3,200,0.13926869424171
4,2,3,200,0.138890761777362
4,3,3,200,0.138840457942225
4,4,3,200,0.13893785667005
4,1,4,200,0.13934028980507
4,2,4,200,0.13889808119754
4,3,4,200,0.138855956701084
4,4,4,200,0.138930820090324
4,1,1,300,0.139279095513699
4,2,1,300,0.138917871459096
4,3,1,300,0.13886754013539
4,4,1,300,0.138932723886469
4,1,2,300,0.139277398921886
4,2,2,300,0.138885012230664
4,3,2,300,0.138848724908378
4,4,2,300,0.138926786710053
4,1,3,300,0.139310358339581
4,2,3,300,0.138898825475561
4,3,3,300,0.13887343888898
4,4,3,300,0.138899754678844
4,1,4,300,0.139279174519842
4,2,4,300,0.138892660295555
4,3,4,300,0.138861175368172
4,4,4,300,0.138945650694487
4,1,1,400,0.139261006508959
4,2,1,400,0.138898825749197
4,3,1,400,0.138864778225996
4,4,1,400,0.1389243779069
4,1,2,400,0.139269264359295
4,2,2,400,0.13889869282924
4,3,2,400,0.138859317956071
4,4,2,400,0.138926424441777
4,1,3,400,0.139299079070341
4,2,3,400,0.138880354280417
4,3,3,400,0.138847879164788
4,4,3,400,0.138931614226462
4,1,4,400,0.139289759292644
4,2,4,400,0.138894013010815
4,3,4,400,0.138880580971682
4,4,4,400,0.138926246786467
4,1,1,500,0.13928821099262
4,2,1,500,0.138900557540434
4,3,1,500,0.138880920433842
4,4,1,500,0.138914081147825
4,1,2,500,0.139307123517944
4,2,2,500,0.138883153670102
4,3,2,500,0.13885937406303
4,4,2,500,0.138941682205072
4,1,3,500,0.139309686978603
4,2,3,500,0.138876081885378
4,3,3,500,0.138856953299233
4,4,3,500,0.13893549316885
4,1,4,500,0.139281259392978
4,2,4,500,0.138884913370108
4,3,4,500,0.13886051773405
4,4,4,500,0.138951854296986
