"row","mtry","node_size","num.trees","OOB_RMSE"
5,1,1,100,0.138552912478364
5,2,1,100,0.135865686183131
5,3,1,100,0.1344017804917
5,4,1,100,0.133502939876447
5,1,2,100,0.138641767466251
5,2,2,100,0.13595188421556
5,3,2,100,0.134593065258043
5,4,2,100,0.133783037543997
5,1,3,100,0.138539976693462
5,2,3,100,0.135816852523281
5,3,3,100,0.134544677555233
5,4,3,100,0.13394504101571
5,1,4,100,0.138647819371661
5,2,4,100,0.13599534458865
5,3,4,100,0.134760209846692
5,4,4,100,0.133911132936705
5,1,1,200,0.138488836471325
5,2,1,200,0.135834376094427
5,3,1,200,0.134084200274692
5,4,1,200,0.133585016971596
5,1,2,200,0.138579173331863
5,2,2,200,0.135899176623302
5,3,2,200,0.134248821835635
5,4,2,200,0.133414743513257
5,1,3,200,0.138626785363064
5,2,3,200,0.135883119529209
5,3,3,200,0.134016703732565
5,4,3,200,0.133637170104701
5,1,4,200,0.138474308224864
5,2,4,200,0.135913803558409
5,3,4,200,0.134228024633302
5,4,4,200,0.133469965739952
5,1,1,300,0.138529244183634
5,2,1,300,0.13582824164532
5,3,1,300,0.133987977616726
5,4,1,300,0.133305391539829
5,1,2,300,0.138592977079327
5,2,2,300,0.135872424828926
5,3,2,300,0.134158423509597
5,4,2,300,0.133442798178022
5,1,3,300,0.138475324872175
5,2,3,300,0.135800307378963
5,3,3,300,0.134063720655965
5,4,3,300,0.133403373463207
5,1,4,300,0.138490903328374
5,2,4,300,0.135812591678487
5,3,4,300,0.134181139131111
5,4,4,300,0.133502722870478
5,1,1,400,0.138510661596211
5,2,1,400,0.135896344309355
5,3,1,400,0.134080225035505
5,4,1,400,0.133080199805312
5,1,2,400,0.138474431167477
5,2,2,400,0.135876240931452
5,3,2,400,0.134007234138302
5,4,2,400,0.133211612277757
5,1,3,400,0.13848565268286
5,2,3,400,0.135892098329961
5,3,3,400,0.133996494862381
5,4,3,400,0.133330379020521
5,1,4,400,0.138579608032791
5,2,4,400,0.135807824185404
5,3,4,400,0.134000391885006
5,4,4,400,0.133314487249072
5,1,1,500,0.138539821811829
5,2,1,500,0.135645419749466
5,3,1,500,0.13407377894505
5,4,1,500,0.133256818723766
5,1,2,500,0.138550244043041
5,2,2,500,0.135787149088061
5,3,2,500,0.134018848434665
5,4,2,500,0.133192261967344
5,1,3,500,0.138503148628897
5,2,3,500,0.135797433318488
5,3,3,500,0.134056900054128
5,4,3,500,0.133150150952233
5,1,4,500,0.138498555887335
5,2,4,500,0.135952497105276
5,3,4,500,0.134045849742258
5,4,4,500,0.133214000116233
