"row","mtry","node_size","num.trees","OOB_RMSE"
6,1,1,100,0.138768438793534
6,2,1,100,0.137571611599988
6,3,1,100,0.136740577479537
6,4,1,100,0.136305620919857
6,1,2,100,0.138814798958729
6,2,2,100,0.137436393540923
6,3,2,100,0.136676653223175
6,4,2,100,0.136420201376377
6,1,3,100,0.138802515154111
6,2,3,100,0.137535005796978
6,3,3,100,0.13679713728604
6,4,3,100,0.13644612031303
6,1,4,100,0.138857895677744
6,2,4,100,0.137536635948408
6,3,4,100,0.136743968444929
6,4,4,100,0.136359347996999
6,1,1,200,0.138818473509535
6,2,1,200,0.137473396348329
6,3,1,200,0.136689863596137
6,4,1,200,0.136257382877627
6,1,2,200,0.138784954685721
6,2,2,200,0.13750658588638
6,3,2,200,0.136614608385771
6,4,2,200,0.136262746310243
6,1,3,200,0.138819315904635
6,2,3,200,0.137557249232782
6,3,3,200,0.136705106604794
6,4,3,200,0.136327104752063
6,1,4,200,0.138826844949581
6,2,4,200,0.137478743096569
6,3,4,200,0.136761958358837
6,4,4,200,0.136307159917631
6,1,1,300,0.138796064588206
6,2,1,300,0.137464593506121
6,3,1,300,0.136701504404014
6,4,1,300,0.136323847424487
6,1,2,300,0.138768269487407
6,2,2,300,0.137472986546092
6,3,2,300,0.136702848039665
6,4,2,300,0.13626723703561
6,1,3,300,0.138767793288471
6,2,3,300,0.137425203195302
6,3,3,300,0.136749042348704
6,4,3,300,0.136352466037263
6,1,4,300,0.138808628463085
6,2,4,300,0.13748932705847
6,3,4,300,0.136693420763514
6,4,4,300,0.136288593877397
6,1,1,400,0.138777031518459
6,2,1,400,0.137463428017133
6,3,1,400,0.136628121040615
6,4,1,400,0.136259270707856
6,1,2,400,0.13882726444808
6,2,2,400,0.137496555219637
6,3,2,400,0.136673062476305
6,4,2,400,0.136235610937283
6,1,3,400,0.138871658836917
6,2,3,400,0.137458657591835
6,3,3,400,0.136604947318784
6,4,3,400,0.13623797526357
6,1,4,400,0.138806009803333
6,2,4,400,0.137441985450773
6,3,4,400,0.136662602128136
6,4,4,400,0.136279310442347
6,1,1,500,0.138803172942059
6,2,1,500,0.137440570187584
6,3,1,500,0.136672456768872
6,4,1,500,0.136241031352575
6,1,2,500,0.138819856577082
6,2,2,500,0.13748755791687
6,3,2,500,0.136696991115484
6,4,2,500,0.136322027313468
6,1,3,500,0.138762222703126
6,2,3,500,0.137460509204282
6,3,3,500,0.136611759481776
6,4,3,500,0.136317956610701
6,1,4,500,0.138803443118024
6,2,4,500,0.137503224664744
6,3,4,500,0.136707786735602
6,4,4,500,0.136262623158863
