"row","mtry","node_size","num.trees","OOB_RMSE"
7,1,1,100,0.138024872940625
7,2,1,100,0.134002489399751
7,3,1,100,0.131953753572127
7,4,1,100,0.131409125783614
7,1,2,100,0.13791419682175
7,2,2,100,0.134028526533066
7,3,2,100,0.13206049126301
7,4,2,100,0.131542993675511
7,1,3,100,0.13802061829707
7,2,3,100,0.133935208887046
7,3,3,100,0.132401563315672
7,4,3,100,0.131586323721548
7,1,4,100,0.137877612240167
7,2,4,100,0.134366635619324
7,3,4,100,0.132205355868302
7,4,4,100,0.13159657501525
7,1,1,200,0.137892154869251
7,2,1,200,0.133975045751644
7,3,1,200,0.131759401558472
7,4,1,200,0.131110473398489
7,1,2,200,0.137960930441916
7,2,2,200,0.133949482134134
7,3,2,200,0.131605844890835
7,4,2,200,0.131325173409473
7,1,3,200,0.137891661073684
7,2,3,200,0.133988442842469
7,3,3,200,0.131754062130417
7,4,3,200,0.131092008696568
7,1,4,200,0.137854102746429
7,2,4,200,0.134034642084532
7,3,4,200,0.131791157589358
7,4,4,200,0.131021196198014
7,1,1,300,0.137888178296001
7,2,1,300,0.133756905266161
7,3,1,300,0.131471693935992
7,4,1,300,0.130971575962781
7,1,2,300,0.137903263139464
7,2,2,300,0.13385454456747
7,3,2,300,0.131578997058731
7,4,2,300,0.13093639523495
7,1,3,300,0.137815233330423
7,2,3,300,0.133886834952134
7,3,3,300,0.131582777684528
7,4,3,300,0.130735209718174
7,1,4,300,0.137900125352412
7,2,4,300,0.133954891491612
7,3,4,300,0.131583859089144
7,4,4,300,0.130855829038633
7,1,1,400,0.137846316117311
7,2,1,400,0.133896956218735
7,3,1,400,0.131621900499681
7,4,1,400,0.130873802322098
7,1,2,400,0.137855732922869
7,2,2,400,0.133838939536251
7,3,2,400,0.13166946696111
7,4,2,400,0.130967625130606
7,1,3,400,0.137847025879422
7,2,3,400,0.133914275644405
7,3,3,400,0.131552899046844
7,4,3,400,0.13097174173156
7,1,4,400,0.137923613042338
7,2,4,400,0.133841482564956
7,3,4,400,0.131590711538279
7,4,4,400,0.130857168217357
7,1,1,500,0.137894241413183
7,2,1,500,0.133813897562207
7,3,1,500,0.131607484750675
7,4,1,500,0.130927252445789
7,1,2,500,0.137940325506399
7,2,2,500,0.133881758504562
7,3,2,500,0.1314854885341
7,4,2,500,0.130730116285807
7,1,3,500,0.137791610395946
7,2,3,500,0.133897587814382
7,3,3,500,0.131618030951693
7,4,3,500,0.130788364754343
7,1,4,500,0.137878848766304
7,2,4,500,0.13397439719436
7,3,4,500,0.131717647279582
7,4,4,500,0.130854243557987
