"row","mtry","node_size","num.trees","OOB_RMSE"
11,1,1,100,0.136078975377198
11,2,1,100,0.1353403853316
11,3,1,100,0.135341133296233
11,4,1,100,0.135111648897935
11,1,2,100,0.135906883967483
11,2,2,100,0.135224825683476
11,3,2,100,0.135075437201507
11,4,2,100,0.134890353489739
11,1,3,100,0.136029877599292
11,2,3,100,0.135215518972384
11,3,3,100,0.134895807244022
11,4,3,100,0.134803197098388
11,1,4,100,0.136077131136103
11,2,4,100,0.13502041432787
11,3,4,100,0.13461996542763
11,4,4,100,0.134684666071007
11,1,1,200,0.13552761441228
11,2,1,200,0.13432279798268
11,3,1,200,0.133999405821578
11,4,1,200,0.134130339914783
11,1,2,200,0.135551655179846
11,2,2,200,0.134406525363196
11,3,2,200,0.134087414018264
11,4,2,200,0.13415903253635
11,1,3,200,0.135567485586399
11,2,3,200,0.134589227359525
11,3,3,200,0.134111168985635
11,4,3,200,0.133751882668996
11,1,4,200,0.1355382550673
11,2,4,200,0.134651744177649
11,3,4,200,0.133837745099451
11,4,4,200,0.134078101623589
11,1,1,300,0.13524541595535
11,2,1,300,0.134148757841382
11,3,1,300,0.133881909194703
11,4,1,300,0.133725346907041
11,1,2,300,0.135348680322121
11,2,2,300,0.134029673056194
11,3,2,300,0.133738761674457
11,4,2,300,0.133770729534978
11,1,3,300,0.135392844965186
11,2,3,300,0.134002639829494
11,3,3,300,0.133894493168448
11,4,3,300,0.133568067249098
11,1,4,300,0.135375447263159
11,2,4,300,0.134164637435817
11,3,4,300,0.133792092012164
11,4,4,300,0.133787375335016
11,1,1,400,0.135271237022461
11,2,1,400,0.134043026436989
11,3,1,400,0.133674510482434
11,4,1,400,0.133605453237045
11,1,2,400,0.135195610557121
11,2,2,400,0.133943590311989
11,3,2,400,0.133717117563477
11,4,2,400,0.1335673912805
11,1,3,400,0.135197209192211
11,2,3,400,0.134077051449865
11,3,3,400,0.133517039564661
11,4,3,400,0.133586898190662
11,1,4,400,0.13522204098755
11,2,4,400,0.134076818325462
11,3,4,400,0.133811600573943
11,4,4,400,0.133627858302589
11,1,1,500,0.134992281273243
11,2,1,500,0.133863619374441
11,3,1,500,0.133535698260009
11,4,1,500,0.133495507742511
11,1,2,500,0.13510925243629
11,2,2,500,0.133943356228097
11,3,2,500,0.133550520784819
11,4,2,500,0.133443280172627
11,1,3,500,0.135231941518132
11,2,3,500,0.1340008112047
11,3,3,500,0.133559664865912
11,4,3,500,0.133485578404305
11,1,4,500,0.135291851908825
11,2,4,500,0.133999812115366
11,3,4,500,0.133664457500102
11,4,4,500,0.133491001392929
