"row","mtry","node_size","num.trees","OOB_RMSE"
12,1,1,100,0.138669922702022
12,2,1,100,0.137534714689105
12,3,1,100,0.137384750449742
12,4,1,100,0.137892523538872
12,1,2,100,0.138655913440094
12,2,2,100,0.137612306186224
12,3,2,100,0.137760598407768
12,4,2,100,0.137774657226193
12,1,3,100,0.138593964685748
12,2,3,100,0.137561433883836
12,3,3,100,0.137680458540639
12,4,3,100,0.137474886047514
12,1,4,100,0.138574644463675
12,2,4,100,0.13754559216195
12,3,4,100,0.137696553477112
12,4,4,100,0.137841070388484
12,1,1,200,0.13858100756012
12,2,1,200,0.13725662868277
12,3,1,200,0.137012013203266
12,4,1,200,0.137173963480099
12,1,2,200,0.138498575991063
12,2,2,200,0.137264772902815
12,3,2,200,0.136988240225713
12,4,2,200,0.137166689259537
12,1,3,200,0.138642087484711
12,2,3,200,0.137085739662483
12,3,3,200,0.137011498612008
12,4,3,200,0.137027529237651
12,1,4,200,0.138596114612162
12,2,4,200,0.137293494782935
12,3,4,200,0.137025651623381
12,4,4,200,0.136959316550931
12,1,1,300,0.138565897131103
12,2,1,300,0.137128638108948
12,3,1,300,0.137027444495579
12,4,1,300,0.136785979658539
12,1,2,300,0.138569441022801
12,2,2,300,0.137086381763551
12,3,2,300,0.136786408322052
12,4,2,300,0.136949052644385
12,1,3,300,0.138561279100837
12,2,3,300,0.137150909757452
12,3,3,300,0.136895713500289
12,4,3,300,0.13666291168252
12,1,4,300,0.138601942552734
12,2,4,300,0.137172977634878
12,3,4,300,0.136870901830719
12,4,4,300,0.136842914732728
12,1,1,400,0.138517891357674
12,2,1,400,0.137084837737108
12,3,1,400,0.136739279274113
12,4,1,400,0.13667460092309
12,1,2,400,0.138580581984595
12,2,2,400,0.13702186593597
12,3,2,400,0.136671654038507
12,4,2,400,0.136589127045206
12,1,3,400,0.138593312939855
12,2,3,400,0.137101383789539
12,3,3,400,0.136635087279688
12,4,3,400,0.136729550214732
12,1,4,400,0.138507034322653
12,2,4,400,0.13704937070539
12,3,4,400,0.136647343738545
12,4,4,400,0.13663057455427
12,1,1,500,0.138496638489549
12,2,1,500,0.137046358173013
12,3,1,500,0.136741750577278
12,4,1,500,0.136636524637781
12,1,2,500,0.13848949234609
12,2,2,500,0.137014022310605
12,3,2,500,0.136579854832102
12,4,2,500,0.136567666029535
12,1,3,500,0.138525958088047
12,2,3,500,0.136954710151833
12,3,3,500,0.136666847337897
12,4,3,500,0.13662190287108
12,1,4,500,0.138528744975497
12,2,4,500,0.13699468666593
12,3,4,500,0.136580445930127
12,4,4,500,0.136704019768704
